,학교명,지원학과
0,가재울고등학교,뷰티아트과
24,경인고등학교,뷰티아트과
27,경희여자고등학교,뷰티아트과
102,면목고등학교,뷰티아트과
110,미양고등학교,뷰티아트과
138,서울대학교사범대학부설고등학교,뷰티아트과
170,수도여자고등학교,뷰티아트과
177,신도고등학교,뷰티아트과
182,신현고등학교,뷰티아트과
183,신현고등학교,뷰티아트과
185,신현고등학교,뷰티아트과
201,오산고등학교,뷰티아트과
226,중화고등학교,뷰티아트과
230,창덕여자고등학교,뷰티아트과
238,청량고등학교,뷰티아트과
240,청량고등학교,뷰티아트과
242,청량고등학교,뷰티아트과
244,청량고등학교,뷰티아트과
246,청량고등학교,뷰티아트과
247,청량고등학교,뷰티아트과
254,청량고등학교,뷰티아트과
271,휘봉고등학교,뷰티아트과
273,휘봉고등학교,뷰티아트과
