,학교명,지원학과
0,구로고등학교,제과제빵
1,구일고등학교,제과제빵
2,구일고등학교,제과제빵
3,구현고등학교,제과제빵
4,금천고등학교,제과제빵
5,금천고등학교,제과제빵
6,대영고등학교,제과제빵
7,독산고등학교,제과제빵
8,문일고등학교,제과제빵
9,여의도고등학교,제과제빵
10,영등포여자고등학교,제과제빵
11,인헌고등학교,제과제빵
12,인헌고등학교,제과제빵
