,학교명,지원학과
0,가재울고등학교,호텔조리제빵
1,가재울고등학교,호텔조리제빵
2,가재울고등학교,호텔조리제빵
3,가재울고등학교,호텔조리제빵
4,경복고등학교,호텔조리제빵
5,경복고등학교,호텔조리제빵
6,경복고등학교,호텔조리제빵
7,경성고등학교,호텔조리제빵
8,공항고등학교,호텔조리제빵
9,대신고등학교,호텔조리제빵
10,대신고등학교,호텔조리제빵
11,대신고등학교,호텔조리제빵
12,대신고등학교,호텔조리제빵
13,동명여자고등학교,호텔조리제빵
14,선일여자고등학교,호텔조리제빵
15,선정고등학교,호텔조리제빵
16,선정고등학교,호텔조리제빵
17,선정고등학교,호텔조리제빵
18,선정고등학교,호텔조리제빵
19,숭실고등학교,호텔조리제빵
20,신도고등학교,호텔조리제빵
21,예일여자고등학교,호텔조리제빵
22,충암고등학교,호텔조리제빵
23,홍익대학교사범대학부속여자고등학교,호텔조리제빵
24,홍익대학교사범대학부속여자고등학교,호텔조리제빵
