,학교명,지원학과
0,강동고등학교,레저스포츠과
1,강동고등학교,레저스포츠과
2,강일고등학교,레저스포츠과
3,경동고등학교,레저스포츠과
4,경복고등학교,레저스포츠과
5,경복고등학교,레저스포츠과
6,광문고등학교,레저스포츠과
7,금호고등학교,레저스포츠과
8,금호고등학교,레저스포츠과
9,동북고등학교,레저스포츠과
10,무학여자고등학교,레저스포츠과
11,선사고등학교,레저스포츠과
12,영등포여자고등학교,레저스포츠과
13,오산고등학교,레저스포츠과
14,중화고등학교,레저스포츠과
15,중화고등학교,레저스포츠과
16,창동고등학교,레저스포츠과
