,학교명,지원학과
0,가재울고등학교,뷰티아트과
1,경인고등학교,뷰티아트과
2,경희여자고등학교,뷰티아트과
3,면목고등학교,뷰티아트과
4,미양고등학교,뷰티아트과
5,서울대학교사범대학부설고등학교,뷰티아트과
6,수도여자고등학교,뷰티아트과
7,신도고등학교,뷰티아트과
8,신현고등학교,뷰티아트과
9,신현고등학교,뷰티아트과
10,신현고등학교,뷰티아트과
11,오산고등학교,뷰티아트과
12,중화고등학교,뷰티아트과
13,창덕여자고등학교,뷰티아트과
14,청량고등학교,뷰티아트과
15,청량고등학교,뷰티아트과
16,청량고등학교,뷰티아트과
17,청량고등학교,뷰티아트과
18,청량고등학교,뷰티아트과
19,청량고등학교,뷰티아트과
20,청량고등학교,뷰티아트과
21,휘봉고등학교,뷰티아트과
22,휘봉고등학교,뷰티아트과
