,학교명,지원학과
0,경복고등학교,콘텐츠크리에이터
1,경신고등학교,콘텐츠크리에이터
2,광영고등학교,콘텐츠크리에이터
3,광영고등학교,콘텐츠크리에이터
4,구로고등학교,콘텐츠크리에이터
5,금옥여자고등학교,콘텐츠크리에이터
6,당곡고등학교,콘텐츠크리에이터
7,독산고등학교,콘텐츠크리에이터
8,등촌고등학교,콘텐츠크리에이터
9,마포고등학교,콘텐츠크리에이터
10,무학여자고등학교,콘텐츠크리에이터
11,무학여자고등학교,콘텐츠크리에이터
12,상암고등학교,콘텐츠크리에이터
13,상일여자고등학교,콘텐츠크리에이터
14,수도여자고등학교,콘텐츠크리에이터
15,영등포고등학교,콘텐츠크리에이터
16,잠실고등학교,콘텐츠크리에이터
17,태릉고등학교,콘텐츠크리에이터
18,풍문고등학교,콘텐츠크리에이터
19,홍익대학교사범대학부속여자고등학교,콘텐츠크리에이터
