,학교명,지원학과
0,경복고등학교,미용예술
1,경복여자고등학교,미용예술
2,도선고등학교,미용예술
3,동명여자고등학교,미용예술
4,상암고등학교,미용예술
5,선정고등학교,미용예술
6,선정고등학교,미용예술
7,선정고등학교,미용예술
8,숭실고등학교,미용예술
9,숭실고등학교,미용예술
10,은평고등학교,미용예술
11,충암고등학교,미용예술
12,홍익대학교사범대학부속여자고등학교,미용예술
13,홍익대학교사범대학부속여자고등학교,미용예술
14,홍익대학교사범대학부속여자고등학교,미용예술
15,홍익대학교사범대학부속여자고등학교,미용예술
