,학교명,지원학과
0,경복여자고등학교,건축인테리어과
1,경인고등학교,건축인테리어과
2,고려대학교사범대학부속고등학교,건축인테리어과
3,고려대학교사범대학부속고등학교,건축인테리어과
4,대원고등학교,건축인테리어과
5,대원고등학교,건축인테리어과
6,둔촌고등학교,건축인테리어과
7,서울대학교사범대학부설고등학교,건축인테리어과
8,신도고등학교,건축인테리어과
9,월계고등학교,건축인테리어과
10,창동고등학교,건축인테리어과
11,창동고등학교,건축인테리어과
12,창동고등학교,건축인테리어과
13,청량고등학교,건축인테리어과
14,청량고등학교,건축인테리어과
15,청량고등학교,건축인테리어과
16,한영고등학교,건축인테리어과
17,효문고등학교,건축인테리어과
