,학교명,지원학과
0,강일고등학교,캐릭터디자인과
1,강일고등학교,캐릭터디자인과
2,경기여자고등학교,캐릭터디자인과
3,경복고등학교,캐릭터디자인과
4,반포고등학교,캐릭터디자인과
5,성보고등학교,캐릭터디자인과
6,송곡고등학교,캐릭터디자인과
7,수도여자고등학교,캐릭터디자인과
8,중경고등학교,캐릭터디자인과
9,중앙대학교사범대학부속고등학교,캐릭터디자인과
10,청량고등학교,캐릭터디자인과
11,휘봉고등학교,캐릭터디자인과
