,학교명,지원학과
0,경동고등학교,관광서비스과
1,고려대학교사범대학부속고등학교,관광서비스과
2,고려대학교사범대학부속고등학교,관광서비스과
3,구로고등학교,관광서비스과
4,구로고등학교,관광서비스과
5,금호고등학교,관광서비스과
6,대일고등학교,관광서비스과
7,동국대학교사범대학부속고등학교,관광서비스과
8,동국대학교사범대학부속고등학교,관광서비스과
9,성동고등학교,관광서비스과
10,용문고등학교,관광서비스과
11,용문고등학교,관광서비스과
12,은평고등학교,관광서비스과
13,중화고등학교,관광서비스과
14,창동고등학교,관광서비스과
15,휘봉고등학교,관광서비스과
