,학교명,지원학과
0,경성고등학교,디지털시각디자인
1,당곡고등학교,디지털시각디자인
2,도봉고등학교,디지털시각디자인
3,송곡여자고등학교,디지털시각디자인
4,수락고등학교,디지털시각디자인
5,압구정고등학교,디지털시각디자인
6,여의도여자고등학교,디지털시각디자인
7,여의도여자고등학교,디지털시각디자인
8,영등포고등학교,디지털시각디자인
9,용산고등학교,디지털시각디자인
10,자양고등학교,디지털시각디자인
