,학교명,지원학과
0,경성고등학교,연극영화-영화
1,관악고등학교,연극영화-영화
2,노원고등학교,연극영화-영화
3,대성고등학교,연극영화-영화
4,무학여자고등학교,연극영화-영화
5,서초고등학교,연극영화-영화
6,용산고등학교,연극영화-영화
