,학교명,지원학과
0,경인고등학교,외식조리
1,고척고등학교,외식조리
2,고척고등학교,외식조리
3,구로고등학교,외식조리
4,구로고등학교,외식조리
5,구일고등학교,외식조리
6,금천고등학교,외식조리
7,금천고등학교,외식조리
8,금천고등학교,외식조리
9,독산고등학교,외식조리
10,독산고등학교,외식조리
11,독산고등학교,외식조리
12,독산고등학교,외식조리
13,등촌고등학교,외식조리
14,성보고등학교,외식조리
15,신서고등학교,외식조리
16,영신고등학교,외식조리
17,우신고등학교,외식조리
