,학교명,지원학과
0,대성고등학교,연극영화-연극
1,대성고등학교,연극영화-연극
2,등촌고등학교,연극영화-연극
3,명덕고등학교,연극영화-연극
4,명덕여자고등학교,연극영화-연극
5,문현고등학교,연극영화-연극
6,서초고등학교,연극영화-연극
7,선사고등학교,연극영화-연극
8,성신여자고등학교,연극영화-연극
9,염광고등학교,연극영화-연극
10,염광고등학교,연극영화-연극
11,영일고등학교,연극영화-연극
12,영일고등학교,연극영화-연극
13,창덕여자고등학교,연극영화-연극
14,창문여자고등학교,연극영화-연극
15,청원여자고등학교,연극영화-연극
16,홍익대학교사범대학부속여자고등학교,연극영화-연극
17,환일고등학교,연극영화-연극
