,학교명,지원학과
0,경성고등학교,게임제작
1,경인고등학교,게임제작
2,대일고등학교,게임제작
3,동북고등학교,게임제작
4,마포고등학교,게임제작
5,방산고등학교,게임제작
6,성수고등학교,게임제작
7,숭문고등학교,게임제작
8,오금고등학교,게임제작
9,용문고등학교,게임제작
10,잠실고등학교,게임제작
11,청량고등학교,게임제작
12,충암고등학교,게임제작
13,충암고등학교,게임제작
14,한영고등학교,게임제작
15,화곡고등학교,게임제작
16,화곡고등학교,게임제작
17,화곡고등학교,게임제작
