,학교명,지원학과
0,경복여자고등학교,방송연예과
1,광문고등학교,방송연예과
2,광양고등학교,방송연예과
3,광양고등학교,방송연예과
4,금옥여자고등학교,방송연예과
5,대영고등학교,방송연예과
6,대원고등학교,방송연예과
7,대진여자고등학교,방송연예과
8,도선고등학교,방송연예과
9,반포고등학교,방송연예과
10,서울여자고등학교,방송연예과
11,석관고등학교,방송연예과
12,원묵고등학교,방송연예과
13,잠실고등학교,방송연예과
14,잠일고등학교,방송연예과
15,중화고등학교,방송연예과
16,한영고등학교,방송연예과
17,홍익대학교사범대학부속여자고등학교,방송연예과
