,학교명,지원학과
0,광문고등학교,컴퓨터보안과
1,구암고등학교,컴퓨터보안과
2,면목고등학교,컴퓨터보안과
3,면목고등학교,컴퓨터보안과
4,삼각산고등학교,컴퓨터보안과
5,상일여자고등학교,컴퓨터보안과
6,신서고등학교,컴퓨터보안과
7,양재고등학교,컴퓨터보안과
8,영파여자고등학교,컴퓨터보안과
