,학교명,지원학과
0,경일고등학교,카페베이커리과
1,광양고등학교,카페베이커리과
2,문정고등학교,카페베이커리과
3,문정고등학교,카페베이커리과
4,방산고등학교,카페베이커리과
5,상암고등학교,카페베이커리과
6,상암고등학교,카페베이커리과
7,선사고등학교,카페베이커리과
8,압구정고등학교,카페베이커리과
9,언남고등학교,카페베이커리과
10,언남고등학교,카페베이커리과
11,자양고등학교,카페베이커리과
12,자양고등학교,카페베이커리과
13,잠실고등학교,카페베이커리과
14,중산고등학교,카페베이커리과
15,중앙대학교사범대학부속고등학교,카페베이커리과
16,풍문고등학교,카페베이커리과
17,풍문고등학교,카페베이커리과
