,학교명,지원학과
0,명지고등학교,건축인테리어
1,문일고등학교,건축인테리어
2,상암고등학교,건축인테리어
3,선정고등학교,건축인테리어
4,선정고등학교,건축인테리어
5,숭실고등학교,건축인테리어
6,신도고등학교,건축인테리어
7,예일여자고등학교,건축인테리어
8,은평고등학교,건축인테리어
9,충암고등학교,건축인테리어
10,충암고등학교,건축인테리어
