,학교명,지원학과
0,경성고등학교,스포츠지도
1,경성고등학교,스포츠지도
2,계성고등학교,스포츠지도
3,대원고등학교,스포츠지도
4,도선고등학교,스포츠지도
5,마포고등학교,스포츠지도
6,마포고등학교,스포츠지도
7,마포고등학교,스포츠지도
8,상암고등학교,스포츠지도
9,선정고등학교,스포츠지도
10,선정고등학교,스포츠지도
11,선정고등학교,스포츠지도
12,선정고등학교,스포츠지도
13,신목고등학교,스포츠지도
14,은평고등학교,스포츠지도
15,중앙여자고등학교,스포츠지도
16,충암고등학교,스포츠지도
17,충암고등학교,스포츠지도
18,충암고등학교,스포츠지도
19,태릉고등학교,스포츠지도
